ChpVrsNdx,NumWrd,bPilcrow,PText,RText,Footnote
10243,27,0,"And he hath put a new song in my mouth, even praise unto our God: many shall see it, and fear, and shall trust in the LORD.","And he hath put a new song in my mouth, <i>even</i> praise unto our God: many shall see <i>it</i>, and fear, and shall trust in the L<font size=""-1"">ORD</font>.",""
10244,22,0,"Blessed is that man that maketh the LORD his trust, and respecteth not the proud, nor such as turn aside to lies.","Blessed <i>is</i> that man that maketh the L<font size=""-1"">ORD</font> his trust, and respecteth not the proud, nor such as turn aside to lies.",""
10245,44,0,"Many, O LORD my God, are thy wonderful works which thou hast done, and thy thoughts which are to us-ward: they cannot be reckoned up in order unto thee: if I would declare and speak of them, they are more than can be numbered.","Many, O L<font size=""-1"">ORD</font> my God, <i>are</i> thy wonderful works <i>which</i> thou hast done, and thy thoughts <i>which are</i> to us-ward: they cannot be reckoned up in order unto thee: <i>if</i> I would declare and speak <i>of them</i>, they are more than can be numbered.",""
10246,21,1,"Sacrifice and offering thou didst not desire; mine ears hast thou opened: burnt offering and sin offering hast thou not required.","¶Sacrifice and offering thou didst not desire; mine ears hast thou opened: burnt offering and sin offering hast thou not required.",""
10247,17,0,"Then said I, Lo, I come: in the volume of the book it is written of me,","Then said I, Lo, I come: in the volume of the book <i>it is</i> written of me,",""
10248,16,0,"I delight to do thy will, O my God: yea, thy law is within my heart.","I delight to do thy will, O my God: yea, thy law <i>is</i> within my heart.",""
10249,19,0,"I have preached righteousness in the great congregation: lo, I have not refrained my lips, O LORD, thou knowest.","I have preached righteousness in the great congregation: lo, I have not refrained my lips, O L<font size=""-1"">ORD</font>, thou knowest.",""
10250,30,0,"I have not hid thy righteousness within my heart; I have declared thy faithfulness and thy salvation: I have not concealed thy lovingkindness and thy truth from the great congregation.","I have not hid thy righteousness within my heart; I have declared thy faithfulness and thy salvation: I have not concealed thy lovingkindness and thy truth from the great congregation.",""
10251,19,1,"Withhold not thou thy tender mercies from me, O LORD: let thy lovingkindness and thy truth continually preserve me.","¶Withhold not thou thy tender mercies from me, O L<font size=""-1"">ORD</font>: let thy lovingkindness and thy truth continually preserve me.",""
10252,37,0,"For innumerable evils have compassed me about: mine iniquities have taken hold upon me, so that I am not able to look up; they are more than the hairs of mine head: therefore my heart faileth me.","For innumerable evils have compassed me about: mine iniquities have taken hold upon me, so that I am not able to look up; they are more than the hairs of mine head: therefore my heart faileth me.",""
10253,14,0,"Be pleased, O LORD, to deliver me: O LORD, make haste to help me.","Be pleased, O L<font size=""-1"">ORD</font>, to deliver me: O L<font size=""-1"">ORD</font>, make haste to help me.",""
10254,28,0,"Let them be ashamed and confounded together that seek after my soul to destroy it; let them be driven backward and put to shame that wish me evil.","Let them be ashamed and confounded together that seek after my soul to destroy it; let them be driven backward and put to shame that wish me evil.",""
10255,16,0,"Let them be desolate for a reward of their shame that say unto me, Aha, aha.","Let them be desolate for a reward of their shame that say unto me, Aha, aha.",""
10256,24,0,"Let all those that seek thee rejoice and be glad in thee: let such as love thy salvation say continually, The LORD be magnified.","Let all those that seek thee rejoice and be glad in thee: let such as love thy salvation say continually, The L<font size=""-1"">ORD</font> be magnified.",""
10257,25,0,"But I am poor and needy; yet the Lord thinketh upon me: thou art my help and my deliverer; make no tarrying, O my God.","But I <i>am</i> poor and needy; <i>yet</i> the Lord thinketh upon me: thou <i>art</i> my help and my deliverer; make no tarrying, O my God.",""
10497,16,0,"Blessed is he that considereth the poor: the Lord will deliver him in time of trouble.","Blessed is he that considereth the poor: the Lord will deliver him in time of trouble.",""
10498,29,0,"The LORD will preserve him, and keep him alive; and he shall be blessed upon the earth: and thou wilt not deliver him unto the will of his enemies.","The L<font size=""-1"">ORD</font> will preserve him, and keep him alive; <i>and</i> he shall be blessed upon the earth: and thou wilt not deliver him unto the will of his enemies.",""
10499,19,0,"The LORD will strengthen him upon the bed of languishing: thou wilt make all his bed in his sickness.","The L<font size=""-1"">ORD</font> will strengthen him upon the bed of languishing: thou wilt make all his bed in his sickness.",""
10500,16,0,"I said, LORD, be merciful unto me: heal my soul; for I have sinned against thee.","I said, L<font size=""-1"">ORD</font>, be merciful unto me: heal my soul; for I have sinned against thee.",""
10501,14,1,"Mine enemies speak evil of me, When shall he die, and his name perish?","¶Mine enemies speak evil of me, When shall he die, and his name perish?",""
10502,23,0,"And if he come to see me, he speaketh vanity: his heart gathereth iniquity to itself; when he goeth abroad, he telleth it.","And if he come to see <i>me</i>, he speaketh vanity: his heart gathereth iniquity to itself; <i>when</i> he goeth abroad, he telleth <i>it</i>.",""
10503,15,0,"All that hate me whisper together against me: against me do they devise my hurt.","All that hate me whisper together against me: against me do they devise my hurt.",""
10504,20,0,"An evil disease, say they, cleaveth fast unto him: and now that he lieth he shall rise up no more.","An evil disease, <i>say they</i>, cleaveth fast unto him: and <i>now</i> that he lieth he shall rise up no more.",""
10505,22,0,"Yea, mine own familiar friend, in whom I trusted, which did eat of my bread, hath lifted up his heel against me.","Yea, mine own familiar friend, in whom I trusted, which did eat of my bread, hath lifted up <i>his</i> heel against me.",""
10506,17,0,"But thou, O LORD, be merciful unto me, and raise me up, that I may requite them.","But thou, O L<font size=""-1"">ORD</font>, be merciful unto me, and raise me up, that I may requite them.",""
10507,16,0,"By this I know that thou favourest me, because mine enemy doth not triumph over me.","By this I know that thou favourest me, because mine enemy doth not triumph over me.",""
10508,18,0,"And as for me, thou upholdest me in mine integrity, and settest me before thy face for ever.","And as for me, thou upholdest me in mine integrity, and settest me before thy face for ever.",""
10509,15,0,"Blessed be the LORD God of Israel from everlasting, and to everlasting. Amen, and Amen.","Blessed <i>be</i> the L<font size=""-1"">ORD</font> God of Israel from everlasting, and to everlasting. Amen, and Amen.",""
10753,16,0,"As the hart panteth after the water brooks, so panteth my soul after thee, O God.","As the hart panteth after the water brooks, so panteth my soul after thee, O God.",""
10754,17,0,"My soul thirsteth for God, for the living God: when shall I come and appear before God?","My soul thirsteth for God, for the living God: when shall I come and appear before God?",""
10755,19,0,"My tears have been my meat day and night, while they continually say unto me, Where is thy God?","My tears have been my meat day and night, while they continually say unto me, Where <i>is</i> thy God?",""
10756,41,0,"When I remember these things, I pour out my soul in me: for I had gone with the multitude, I went with them to the house of God, with the voice of joy and praise, with a multitude that kept holyday.","When I remember these <i>things</i>, I pour out my soul in me: for I had gone with the multitude, I went with them to the house of God, with the voice of joy and praise, with a multitude that kept holyday.",""
10757,31,0,"Why art thou cast down, O my soul? and why art thou disquieted in me? hope thou in God: for I shall yet praise him for the help of his countenance.","Why art thou cast down, O my soul? and <i>why</i> art thou disquieted in me? hope thou in God: for I shall yet praise him <i>for</i> the help of his countenance.",""
10758,28,1,"O my God, my soul is cast down within me: therefore will I remember thee from the land of Jordan, and of the Hermonites, from the hill Mizar.","¶O my God, my soul is cast down within me: therefore will I remember thee from the land of Jordan, and of the Hermonites, from the hill Mizar.",""
10759,20,0,"Deep calleth unto deep at the noise of thy waterspouts: all thy waves and thy billows are gone over me.","Deep calleth unto deep at the noise of thy waterspouts: all thy waves and thy billows are gone over me.",""
